timestamp,can_id,dlc,payload
1787467896.209875,102,4,00 00 00 50
1787467896.320413,100,4,00 00 03 E8
1787467896.432845,101,4,00 00 00 64
1787467896.547079,102,4,00 00 00 50
1787467896.658322,100,4,00 00 03 E8
1787467896.775448,101,4,00 00 00 64
1787467896.885015,102,4,00 00 00 50
1787467896.995718,100,4,00 00 03 E8
1787467897.107365,101,4,00 00 00 64
1787467897.222662,102,4,00 00 00 50
1787467897.338622,100,4,00 00 03 E8
1787467897.450841,101,4,00 00 00 64
1787467897.567924,102,4,00 00 00 50
1787467897.680068,100,4,00 00 03 E8
1787467897.791059,101,4,00 00 00 64
1787467897.900885,102,4,00 00 00 50
1787467898.008285,100,4,00 00 03 E8
1787467898.117511,101,4,00 00 00 64
1787467898.226260,102,4,00 00 00 50
1787467898.337471,100,4,00 00 03 E8
1787467898.445759,101,4,00 00 00 64
1787467898.554097,102,4,00 00 00 50
1787467898.666274,100,4,00 00 03 E8
1787467898.777694,101,4,00 00 00 64
1787467898.888170,102,4,00 00 00 50
1787467898.997707,100,4,00 00 03 E8
1787467899.108336,101,4,00 00 00 64
1787467899.219163,102,4,00 00 00 50
1787467899.330513,100,4,00 00 03 E8
1787467899.440511,101,4,00 00 00 64
1787467899.550027,102,4,00 00 00 50
1787467899.657109,100,4,00 00 03 E8
1787467899.766882,101,4,00 00 00 64
1787467899.878532,102,4,00 00 00 50
1787467899.988699,100,4,00 00 03 E8
1787467900.099506,101,4,00 00 00 64
1787467900.209051,102,4,00 00 00 50
1787467900.322218,100,4,00 00 03 E8
1787467927.351040,123,8,FF FF FF FF FF FF FF FF
1787467927.356365,123,8,FF FF FF FF FF FF FF FF
1787467927.360981,123,8,FF FF FF FF FF FF FF FF
1787467927.366030,123,8,FF FF FF FF FF FF FF FF
1787467927.368853,123,8,FF FF FF FF FF FF FF FF
1787467927.372166,123,8,FF FF FF FF FF FF FF FF
1787467927.374808,123,8,FF FF FF FF FF FF FF FF
1787467927.377701,123,8,FF FF FF FF FF FF FF FF
1787467927.380034,123,8,FF FF FF FF FF FF FF FF
1787467927.383202,123,8,FF FF FF FF FF FF FF FF
1787467927.385726,123,8,FF FF FF FF FF FF FF FF
1787467927.387856,123,8,FF FF FF FF FF FF FF FF
1787467927.390028,123,8,FF FF FF FF FF FF FF FF
1787467927.392145,123,8,FF FF FF FF FF FF FF FF
1787467927.396456,123,8,FF FF FF FF FF FF FF FF
1787467927.400110,123,8,FF FF FF FF FF FF FF FF
1787467927.404561,123,8,FF FF FF FF FF FF FF FF
1787467927.407858,123,8,FF FF FF FF FF FF FF FF
1787467927.412035,123,8,FF FF FF FF FF FF FF FF
1787467927.415290,123,8,FF FF FF FF FF FF FF FF
1787467927.417893,123,8,FF FF FF FF FF FF FF FF
1787467927.420827,123,8,FF FF FF FF FF FF FF FF
1787467927.424476,123,8,FF FF FF FF FF FF FF FF
1787467927.428002,123,8,FF FF FF FF FF FF FF FF
1787467927.431133,123,8,FF FF FF FF FF FF FF FF
1787467927.434163,123,8,FF FF FF FF FF FF FF FF
1787467927.437357,123,8,FF FF FF FF FF FF FF FF
1787467927.441847,123,8,FF FF FF FF FF FF FF FF
1787467927.447329,123,8,FF FF FF FF FF FF FF FF
1787467927.449259,123,8,FF FF FF FF FF FF FF FF
1787467927.451107,123,8,FF FF FF FF FF FF FF FF
1787467927.454128,123,8,FF FF FF FF FF FF FF FF
1787467927.456596,123,8,FF FF FF FF FF FF FF FF
1787467927.458669,123,8,FF FF FF FF FF FF FF FF
1787467927.460764,123,8,FF FF FF FF FF FF FF FF
1787467927.462812,123,8,FF FF FF FF FF FF FF FF
1787467927.464669,123,8,FF FF FF FF FF FF FF FF
1787467927.466336,123,8,FF FF FF FF FF FF FF FF
1787467927.467822,123,8,FF FF FF FF FF FF FF FF
1787467927.469213,123,8,FF FF FF FF FF FF FF FF
1787467927.470830,123,8,FF FF FF FF FF FF FF FF
1787467927.472568,123,8,FF FF FF FF FF FF FF FF
1787467927.474416,123,8,FF FF FF FF FF FF FF FF
1787467927.476158,123,8,FF FF FF FF FF FF FF FF
1787467927.477906,123,8,FF FF FF FF FF FF FF FF
1787467927.479376,123,8,FF FF FF FF FF FF FF FF
1787467927.480728,123,8,FF FF FF FF FF FF FF FF
1787467927.482941,123,8,FF FF FF FF FF FF FF FF
1787467927.485332,123,8,FF FF FF FF FF FF FF FF
1787467927.486956,123,8,FF FF FF FF FF FF FF FF
1787467927.488403,123,8,FF FF FF FF FF FF FF FF
1787467927.490175,123,8,FF FF FF FF FF FF FF FF
1787467927.492715,123,8,FF FF FF FF FF FF FF FF
1787467927.494562,123,8,FF FF FF FF FF FF FF FF
1787467927.496928,123,8,FF FF FF FF FF FF FF FF
1787467927.498848,123,8,FF FF FF FF FF FF FF FF
1787467927.500961,123,8,FF FF FF FF FF FF FF FF
1787467927.502929,123,8,FF FF FF FF FF FF FF FF
1787467927.505366,123,8,FF FF FF FF FF FF FF FF
1787467927.507235,123,8,FF FF FF FF FF FF FF FF
1787467927.508948,123,8,FF FF FF FF FF FF FF FF
1787467927.511128,123,8,FF FF FF FF FF FF FF FF
1787467927.513520,123,8,FF FF FF FF FF FF FF FF
1787467927.515346,123,8,FF FF FF FF FF FF FF FF
1787467927.517597,123,8,FF FF FF FF FF FF FF FF
1787467927.519651,123,8,FF FF FF FF FF FF FF FF
1787467927.522125,123,8,FF FF FF FF FF FF FF FF
1787467927.524451,123,8,FF FF FF FF FF FF FF FF
1787467927.527185,123,8,FF FF FF FF FF FF FF FF
1787467927.529642,123,8,FF FF FF FF FF FF FF FF
1787467927.532407,123,8,FF FF FF FF FF FF FF FF
1787467927.536055,123,8,FF FF FF FF FF FF FF FF
1787467927.537902,123,8,FF FF FF FF FF FF FF FF
1787467927.540008,123,8,FF FF FF FF FF FF FF FF
1787467927.542097,123,8,FF FF FF FF FF FF FF FF
1787467927.543989,123,8,FF FF FF FF FF FF FF FF
1787467927.545661,123,8,FF FF FF FF FF FF FF FF
1787467927.547569,123,8,FF FF FF FF FF FF FF FF
1787467927.549862,123,8,FF FF FF FF FF FF FF FF
1787467927.552607,123,8,FF FF FF FF FF FF FF FF
1787467927.554265,123,8,FF FF FF FF FF FF FF FF
1787467927.555838,123,8,FF FF FF FF FF FF FF FF
1787467927.557479,123,8,FF FF FF FF FF FF FF FF
1787467927.559808,123,8,FF FF FF FF FF FF FF FF
1787467927.562937,123,8,FF FF FF FF FF FF FF FF
1787467927.566203,123,8,FF FF FF FF FF FF FF FF
1787467927.569345,123,8,FF FF FF FF FF FF FF FF
1787467927.572475,123,8,FF FF FF FF FF FF FF FF
1787467927.575603,123,8,FF FF FF FF FF FF FF FF
1787467927.578888,123,8,FF FF FF FF FF FF FF FF
1787467927.581400,123,8,FF FF FF FF FF FF FF FF
1787467927.583938,123,8,FF FF FF FF FF FF FF FF
1787467927.587801,123,8,FF FF FF FF FF FF FF FF
1787467927.594197,123,8,FF FF FF FF FF FF FF FF
1787467927.597258,123,8,FF FF FF FF FF FF FF FF
1787467927.599268,123,8,FF FF FF FF FF FF FF FF
1787467927.601579,123,8,FF FF FF FF FF FF FF FF
1787467927.603653,123,8,FF FF FF FF FF FF FF FF
1787467927.606056,123,8,FF FF FF FF FF FF FF FF
1787467927.608077,123,8,FF FF FF FF FF FF FF FF
1787467927.610447,123,8,FF FF FF FF FF FF FF FF
1787467927.613902,123,8,FF FF FF FF FF FF FF FF
1787467927.616075,123,8,FF FF FF FF FF FF FF FF
1787467927.618378,123,8,FF FF FF FF FF FF FF FF
1787467927.620264,123,8,FF FF FF FF FF FF FF FF
1787467927.622659,123,8,FF FF FF FF FF FF FF FF
1787467927.624681,123,8,FF FF FF FF FF FF FF FF
1787467927.627250,123,8,FF FF FF FF FF FF FF FF
1787467927.629098,123,8,FF FF FF FF FF FF FF FF
1787467927.630824,123,8,FF FF FF FF FF FF FF FF
1787467927.632801,123,8,FF FF FF FF FF FF FF FF
1787467927.634654,123,8,FF FF FF FF FF FF FF FF
1787467927.637428,123,8,FF FF FF FF FF FF FF FF
1787467927.639946,123,8,FF FF FF FF FF FF FF FF
1787467927.643220,123,8,FF FF FF FF FF FF FF FF
1787467927.646703,123,8,FF FF FF FF FF FF FF FF
1787467927.648755,123,8,FF FF FF FF FF FF FF FF
1787467927.650990,123,8,FF FF FF FF FF FF FF FF
1787467927.653000,123,8,FF FF FF FF FF FF FF FF
1787467927.654915,123,8,FF FF FF FF FF FF FF FF
1787467927.656880,123,8,FF FF FF FF FF FF FF FF
1787467927.658919,123,8,FF FF FF FF FF FF FF FF
1787467927.661553,123,8,FF FF FF FF FF FF FF FF
1787467927.663884,123,8,FF FF FF FF FF FF FF FF
1787467927.665996,123,8,FF FF FF FF FF FF FF FF
1787467927.668710,123,8,FF FF FF FF FF FF FF FF
1787467927.671083,123,8,FF FF FF FF FF FF FF FF
1787467927.674001,123,8,FF FF FF FF FF FF FF FF
1787467927.677691,123,8,FF FF FF FF FF FF FF FF
1787467927.680088,123,8,FF FF FF FF FF FF FF FF
1787467927.689389,123,8,FF FF FF FF FF FF FF FF
1787467927.692957,123,8,FF FF FF FF FF FF FF FF
1787467927.697042,123,8,FF FF FF FF FF FF FF FF
1787467927.699926,123,8,FF FF FF FF FF FF FF FF
1787467927.704494,123,8,FF FF FF FF FF FF FF FF
1787467927.707668,123,8,FF FF FF FF FF FF FF FF
1787467927.710893,123,8,FF FF FF FF FF FF FF FF
1787467927.714140,123,8,FF FF FF FF FF FF FF FF
1787467927.717012,123,8,FF FF FF FF FF FF FF FF
1787467927.720506,123,8,FF FF FF FF FF FF FF FF
1787467927.725599,123,8,FF FF FF FF FF FF FF FF
1787467927.728937,123,8,FF FF FF FF FF FF FF FF
1787467927.733291,123,8,FF FF FF FF FF FF FF FF
1787467927.737397,123,8,FF FF FF FF FF FF FF FF
1787467927.740673,123,8,FF FF FF FF FF FF FF FF
1787467927.744095,123,8,FF FF FF FF FF FF FF FF
1787467927.746429,123,8,FF FF FF FF FF FF FF FF
1787467927.748327,123,8,FF FF FF FF FF FF FF FF
1787467927.750433,123,8,FF FF FF FF FF FF FF FF
1787467927.752401,123,8,FF FF FF FF FF FF FF FF
1787467927.754500,123,8,FF FF FF FF FF FF FF FF
1787467927.756457,123,8,FF FF FF FF FF FF FF FF
1787467927.758848,123,8,FF FF FF FF FF FF FF FF
1787467927.761046,123,8,FF FF FF FF FF FF FF FF
1787467927.763191,123,8,FF FF FF FF FF FF FF FF
1787467927.765480,123,8,FF FF FF FF FF FF FF FF
1787467927.767311,123,8,FF FF FF FF FF FF FF FF
1787467927.769550,123,8,FF FF FF FF FF FF FF FF
1787467927.771609,123,8,FF FF FF FF FF FF FF FF
1787467927.774780,123,8,FF FF FF FF FF FF FF FF
1787467927.777874,123,8,FF FF FF FF FF FF FF FF
1787467927.780131,123,8,FF FF FF FF FF FF FF FF
1787467927.786785,123,8,FF FF FF FF FF FF FF FF
1787467927.789598,123,8,FF FF FF FF FF FF FF FF
1787467927.791789,123,8,FF FF FF FF FF FF FF FF
1787467927.794392,123,8,FF FF FF FF FF FF FF FF
1787467927.796783,123,8,FF FF FF FF FF FF FF FF
1787467927.799676,123,8,FF FF FF FF FF FF FF FF
1787467927.802409,123,8,FF FF FF FF FF FF FF FF
1787467927.804647,123,8,FF FF FF FF FF FF FF FF
1787467927.807170,123,8,FF FF FF FF FF FF FF FF
1787467927.809103,123,8,FF FF FF FF FF FF FF FF
1787467927.811578,123,8,FF FF FF FF FF FF FF FF
1787467927.814330,123,8,FF FF FF FF FF FF FF FF
1787467927.816749,123,8,FF FF FF FF FF FF FF FF
1787467927.819191,123,8,FF FF FF FF FF FF FF FF
1787467927.821137,123,8,FF FF FF FF FF FF FF FF
1787467927.823310,123,8,FF FF FF FF FF FF FF FF
1787467927.829273,123,8,FF FF FF FF FF FF FF FF
1787467927.831734,123,8,FF FF FF FF FF FF FF FF
1787467927.834555,123,8,FF FF FF FF FF FF FF FF
1787467927.838047,123,8,FF FF FF FF FF FF FF FF
1787467927.840795,123,8,FF FF FF FF FF FF FF FF
1787467927.843959,123,8,FF FF FF FF FF FF FF FF
1787467927.847136,123,8,FF FF FF FF FF FF FF FF
1787467927.850244,123,8,FF FF FF FF FF FF FF FF
1787467927.853495,123,8,FF FF FF FF FF FF FF FF
1787467927.857005,123,8,FF FF FF FF FF FF FF FF
1787467927.860436,123,8,FF FF FF FF FF FF FF FF
1787467927.863606,123,8,FF FF FF FF FF FF FF FF
1787467927.866771,123,8,FF FF FF FF FF FF FF FF
1787467927.868797,123,8,FF FF FF FF FF FF FF FF
1787467927.871003,123,8,FF FF FF FF FF FF FF FF
1787467927.872964,123,8,FF FF FF FF FF FF FF FF
1787467927.875445,123,8,FF FF FF FF FF FF FF FF
1787467927.878337,123,8,FF FF FF FF FF FF FF FF
1787467927.880319,123,8,FF FF FF FF FF FF FF FF
1787467927.882185,123,8,FF FF FF FF FF FF FF FF
1787467927.884218,123,8,FF FF FF FF FF FF FF FF
1787467927.886235,123,8,FF FF FF FF FF FF FF FF
1787467927.888007,123,8,FF FF FF FF FF FF FF FF
1787467927.890053,123,8,FF FF FF FF FF FF FF FF
1787467927.892216,123,8,FF FF FF FF FF FF FF FF
1787467927.894244,123,8,FF FF FF FF FF FF FF FF
1787467927.896242,123,8,FF FF FF FF FF FF FF FF
1787467927.898569,123,8,FF FF FF FF FF FF FF FF
1787467927.900649,123,8,FF FF FF FF FF FF FF FF
1787467927.902770,123,8,FF FF FF FF FF FF FF FF
1787467927.904352,123,8,FF FF FF FF FF FF FF FF
1787467927.906560,123,8,FF FF FF FF FF FF FF FF
1787467927.908583,123,8,FF FF FF FF FF FF FF FF
1787467927.911148,123,8,FF FF FF FF FF FF FF FF
1787467927.913167,123,8,FF FF FF FF FF FF FF FF
1787467927.915218,123,8,FF FF FF FF FF FF FF FF
1787467927.916994,123,8,FF FF FF FF FF FF FF FF
1787467927.919095,123,8,FF FF FF FF FF FF FF FF
1787467927.920968,123,8,FF FF FF FF FF FF FF FF
1787467927.923132,123,8,FF FF FF FF FF FF FF FF
1787467927.925563,123,8,FF FF FF FF FF FF FF FF
1787467927.927811,123,8,FF FF FF FF FF FF FF FF
1787467927.929754,123,8,FF FF FF FF FF FF FF FF
1787467927.931893,123,8,FF FF FF FF FF FF FF FF
1787467927.934146,123,8,FF FF FF FF FF FF FF FF
1787467927.936103,123,8,FF FF FF FF FF FF FF FF
1787467927.938082,123,8,FF FF FF FF FF FF FF FF
1787467927.939724,123,8,FF FF FF FF FF FF FF FF
1787467927.941962,123,8,FF FF FF FF FF FF FF FF
1787467927.944624,123,8,FF FF FF FF FF FF FF FF
1787467927.946790,123,8,FF FF FF FF FF FF FF FF
1787467927.949654,123,8,FF FF FF FF FF FF FF FF
1787467927.953668,123,8,FF FF FF FF FF FF FF FF
1787467927.962289,123,8,FF FF FF FF FF FF FF FF
1787467927.965266,123,8,FF FF FF FF FF FF FF FF
1787467927.968375,123,8,FF FF FF FF FF FF FF FF
1787467927.971731,123,8,FF FF FF FF FF FF FF FF
1787467927.975581,123,8,FF FF FF FF FF FF FF FF
1787467927.978944,123,8,FF FF FF FF FF FF FF FF
1787467927.982149,123,8,FF FF FF FF FF FF FF FF
1787467927.984696,123,8,FF FF FF FF FF FF FF FF
1787467927.986595,123,8,FF FF FF FF FF FF FF FF
1787467927.988390,123,8,FF FF FF FF FF FF FF FF
1787467927.990277,123,8,FF FF FF FF FF FF FF FF
1787467927.992872,123,8,FF FF FF FF FF FF FF FF
1787467927.994824,123,8,FF FF FF FF FF FF FF FF
1787467927.996507,123,8,FF FF FF FF FF FF FF FF
1787467927.998327,123,8,FF FF FF FF FF FF FF FF
1787467928.000976,123,8,FF FF FF FF FF FF FF FF
1787467928.005200,123,8,FF FF FF FF FF FF FF FF
1787467928.007091,123,8,FF FF FF FF FF FF FF FF
1787467928.009069,123,8,FF FF FF FF FF FF FF FF
1787467928.011339,123,8,FF FF FF FF FF FF FF FF
1787467928.013922,123,8,FF FF FF FF FF FF FF FF
1787467928.015674,123,8,FF FF FF FF FF FF FF FF
1787467928.017514,123,8,FF FF FF FF FF FF FF FF
1787467928.018896,123,8,FF FF FF FF FF FF FF FF
1787467928.020527,123,8,FF FF FF FF FF FF FF FF
1787467928.022286,123,8,FF FF FF FF FF FF FF FF
1787467928.023837,123,8,FF FF FF FF FF FF FF FF
1787467928.026018,123,8,FF FF FF FF FF FF FF FF
1787467928.027758,123,8,FF FF FF FF FF FF FF FF
1787467928.029613,123,8,FF FF FF FF FF FF FF FF
1787467928.031407,123,8,FF FF FF FF FF FF FF FF
1787467928.032920,123,8,FF FF FF FF FF FF FF FF
1787467928.034794,123,8,FF FF FF FF FF FF FF FF
1787467928.036522,123,8,FF FF FF FF FF FF FF FF
1787467928.038499,123,8,FF FF FF FF FF FF FF FF
1787467928.040145,123,8,FF FF FF FF FF FF FF FF
1787467928.042398,123,8,FF FF FF FF FF FF FF FF
1787467928.044981,123,8,FF FF FF FF FF FF FF FF
1787467928.050310,123,8,FF FF FF FF FF FF FF FF
1787467928.052877,123,8,FF FF FF FF FF FF FF FF
1787467928.054767,123,8,FF FF FF FF FF FF FF FF
1787467928.056758,123,8,FF FF FF FF FF FF FF FF
1787467928.058674,123,8,FF FF FF FF FF FF FF FF
1787467928.061821,123,8,FF FF FF FF FF FF FF FF
1787467928.063730,123,8,FF FF FF FF FF FF FF FF
1787467928.065797,123,8,FF FF FF FF FF FF FF FF
1787467928.068069,123,8,FF FF FF FF FF FF FF FF
1787467928.070595,123,8,FF FF FF FF FF FF FF FF
1787467928.072769,123,8,FF FF FF FF FF FF FF FF
1787467928.076204,123,8,FF FF FF FF FF FF FF FF
1787467928.079957,123,8,FF FF FF FF FF FF FF FF
1787467928.083080,123,8,FF FF FF FF FF FF FF FF
1787467928.086913,123,8,FF FF FF FF FF FF FF FF
1787467928.089544,123,8,FF FF FF FF FF FF FF FF
1787467928.092666,123,8,FF FF FF FF FF FF FF FF
1787467928.095712,123,8,FF FF FF FF FF FF FF FF
1787467928.098626,123,8,FF FF FF FF FF FF FF FF
1787467928.101574,123,8,FF FF FF FF FF FF FF FF
1787467928.103409,123,8,FF FF FF FF FF FF FF FF
1787467928.105823,123,8,FF FF FF FF FF FF FF FF
1787467928.107902,123,8,FF FF FF FF FF FF FF FF
1787467928.110258,123,8,FF FF FF FF FF FF FF FF
1787467928.112056,123,8,FF FF FF FF FF FF FF FF
